product,title,rev_date,post_date,pdf_url
Form 1099-NEC,Nonemployee Compensation (Info Copy Only),Apr 2025,03/12/2025,https://www.irs.gov/pub/irs-pdf/f1099nec.pdf
Form 1099-OID,Original Issue Discount (Info Copy Only),Jan 2024,01/17/2024,https://www.irs.gov/pub/irs-pdf/f1099oid.pdf
Form 1099-PATR,Taxable Distributions Received From Cooperatives (Info Copy Only),Apr 2025,03/19/2025,https://www.irs.gov/pub/irs-pdf/f1099ptr.pdf
Instruction 1099-PATR,"Instructions for Form 1099-PATR, Taxable Distributions Received From Cooperatives",Apr 2025,03/20/2025,https://www.irs.gov/pub/irs-pdf/i1099ptr.pdf
Form 1099-Q,Payments from Qualified Education Programs (Under Sections 529 and 530),Apr 2025,03/18/2025,https://www.irs.gov/pub/irs-pdf/f1099q.pdf
Instruction 1099-Q,"Instructions for Form 1099-Q, Payments from Qualified Education Programs (Under Sections 529 and 530)",Apr 2025,03/18/2025,https://www.irs.gov/pub/irs-pdf/i1099q.pdf
Form 1099-QA,Distributions From ABLE Accounts,Apr 2025,03/20/2025,https://www.irs.gov/pub/irs-pdf/f1099qa.pdf
Instruction 1099-QA and 5498-QA,"Instructions for Forms 1099-QA and 5498-QA, Distributions From ABLE Accounts and ABLE Account Contribution Information",2025,03/20/2025,https://www.irs.gov/pub/irs-pdf/i1099qa.pdf
Form 1099-R,"Distributions From Pensions, Annuities, Retirement or Profit-Sharing Plans, IRAs, Insurance Contracts, etc. (Info Copy Only)",2025,03/24/2025,https://www.irs.gov/pub/irs-pdf/f1099r.pdf
Instruction 1099-R and 5498,"Instructions for Forms 1099-R and 5498, Distributions From Pensions, Annuities, Retirement or Profit-Sharing Plans, IRAs, Insurance Contracts, etc.",2025,05/12/2025,https://www.irs.gov/pub/irs-pdf/i1099r.pdf
Form 1099-S,Proceeds from Real Estate Transactions (Info Copy Only),Apr 2025,03/12/2025,https://www.irs.gov/pub/irs-pdf/f1099s.pdf
Instruction 1099-S,"Instructions for Form 1099-S, Proceeds From Real Estate Transactions",Apr 2025,03/20/2025,https://www.irs.gov/pub/irs-pdf/i1099s.pdf
Form 1099-SA,"Distributions From an HSA, Archer MSA, or Medicare Advantage MSA",Apr 2025,03/21/2025,https://www.irs.gov/pub/irs-pdf/f1099sa.pdf
Instruction 1099-SA and 5498-SA,"Instructions for Forms 1099-SA and 5498-SA, Distributions From an HSA, Archer MSA, or Medicare Advantage MSA, and HSA, Archer MSA, or Medicare Advantage MSA Information",Dec 2026,12/23/2025,https://www.irs.gov/pub/irs-pdf/i1099sa.pdf
Form 1099-SB,Seller's Investment in Life Insurance Contract (Info Copy Only),Apr 2025,03/13/2025,https://www.irs.gov/pub/irs-pdf/f1099sb.pdf
Instruction 1099-SB,"Instructions for Form 1099-SB, Seller's Investment in Life Insurance Contract",Apr 2025,04/01/2025,https://www.irs.gov/pub/irs-pdf/i1099sb.pdf
Publication 1101,Application Package and Guidelines for Managing a TCE Program,May 2025,05/02/2025,https://www.irs.gov/pub/irs-pdf/p1101.pdf
Form 1116,Foreign Tax Credit,2025,01/06/2026,https://www.irs.gov/pub/irs-pdf/f1116.pdf
Instruction 1116,"Instructions for Form 1116, Foreign Tax Credit",2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/i1116.pdf
Form 1116 (Schedule B),Foreign Tax Carryover Reconciliation Schedule,Dec 2022,12/13/2022,https://www.irs.gov/pub/irs-pdf/f1116sb.pdf
Instruction 1116 (Schedule B),"Instructions for Schedule B (Form 1116), Foreign Tax Carryover Reconciliation Schedule",Dec 2022,01/04/2023,https://www.irs.gov/pub/irs-pdf/i1116sb.pdf
Form 1116 (Schedule C),Foreign Tax Redeterminations,Dec 2025,12/30/2025,https://www.irs.gov/pub/irs-pdf/f1116sc.pdf
Instruction 1116 (Schedule C),"Instructions for Schedule C (Form 1116), Foreign Tax Redeterminations",Dec 2025,12/31/2025,https://www.irs.gov/pub/irs-pdf/i1116sc.pdf
Form 1117,Income Tax Surety Bond,Jan 1981,11/13/2013,https://www.irs.gov/pub/irs-pdf/f1117.pdf
Form 1118,Foreign Tax Credit - Corporations,Dec 2025,12/22/2025,https://www.irs.gov/pub/irs-pdf/f1118.pdf
Instruction 1118,"Instructions for Form 1118, Foreign Tax Credit - Corporations",Dec 2025,12/22/2025,https://www.irs.gov/pub/irs-pdf/i1118.pdf
Form 1118 (Schedule I),Reduction of Foreign Oil and Gas Taxes,Dec 2021,12/21/2021,https://www.irs.gov/pub/irs-pdf/f1118s1.pdf
Form 1118 (Schedule J),"Adjustments to Separate Limitation Income (Loss) Categories for Determining Numerators of Limitation Fractions, Year-End Recharacterization Balances, and Overall Foreign and Domestic Loss Account Balances",Dec 2020,11/10/2020,https://www.irs.gov/pub/irs-pdf/f1118sj.pdf
Instruction 1118 (Schedule J),"Instructions for Schedule J (Form 1118), Adjustments to Separate Limitation Income (Loss) Categories for Determining Numerators of Limitation Fractions",Dec 2020,01/29/2021,https://www.irs.gov/pub/irs-pdf/i1118sj.pdf
Form 1118 (Schedule K),Foreign Tax Carryover Reconciliation Schedule,Dec 2018,12/03/2018,https://www.irs.gov/pub/irs-pdf/f1118sk.pdf
Instruction 1118 (Schedule K),"Instructions for Schedule K (Form 1118), Foreign Tax Carryover Reconciliation Schedule",Dec 2018,12/04/2018,https://www.irs.gov/pub/irs-pdf/i1118sk.pdf
Form 1118 (Schedule L),Foreign Tax Redeterminations,Dec 2025,12/09/2025,https://www.irs.gov/pub/irs-pdf/f1118sl.pdf
Instruction 1118 (Schedule L),"Instructions for Schedule L (Form 1118), Foreign Tax Redetermination",Dec 2025,12/09/2025,https://www.irs.gov/pub/irs-pdf/i1118sl.pdf
Form 1120,U.S. Corporation Income Tax Return,2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f1120.pdf
Instruction 1120,"Instructions for Form 1120, U.S. Corporation Income Tax Return",2025,01/20/2026,https://www.irs.gov/pub/irs-pdf/i1120.pdf
Form 1120-C,U.S. Income Tax Return for Cooperative Associations,2025,01/09/2026,https://www.irs.gov/pub/irs-pdf/f1120c.pdf
Instruction 1120-C,"Instructions for Form 1120-C, U.S. Income Tax Return for Cooperative Associations",2025,01/20/2026,https://www.irs.gov/pub/irs-pdf/i1120c.pdf
Form 1120-F,U.S. Income Tax Return of a Foreign Corporation,2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f1120f.pdf
Instruction 1120-F,"Instructions for Form 1120-F, U.S. Income Tax Return of a Foreign Corporation",2025,01/26/2026,https://www.irs.gov/pub/irs-pdf/i1120f.pdf
Form 1120-FSC,U.S. Income Tax Return of a Foreign Sales Corporation,Dec 2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f1120fsc.pdf
Instruction 1120-FSC,"Instructions for Form 1120-FSC, U.S. Income Tax Return of a Foreign Sales Corporation",Dec 2025,02/12/2026,https://www.irs.gov/pub/irs-pdf/i1120fsc.pdf
Form 1120-F (Schedule H),Deductions Allocated to Effectively Connected Income Under Regulations Section 1.861-8,2025,12/22/2025,https://www.irs.gov/pub/irs-pdf/f1120fh.pdf
Instruction 1120-F (Schedule H),"Instructions for Schedule H (Form 1120-F), Deductions Allocated To Effectively Connected Income Under Regulations Section 1.861-8",2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/i1120fh.pdf
Form 1120-F (Schedule I),Interest Expense Allocation Under Regulations Section 1.882-5,2025,12/22/2025,https://www.irs.gov/pub/irs-pdf/f1120fi.pdf
Instruction 1120-F (Schedule I),"Instructions for Schedule I (Form 1120-F), Interest Expense Allocation Under Regulations Section 1.882-5",2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/i1120fi.pdf
Form 1120-F (Schedule M-3),Net Income (Loss) Reconciliation for Foreign Corporations With Reportable Assets of $10 Million or More,2025,12/22/2025,https://www.irs.gov/pub/irs-pdf/f1120fm3.pdf
Instruction 1120-F (Schedule M-3),"Instructions for Schedule M-3 (Form 1120-F), Net Income (Loss) Reconciliation for Foreign Corporations With Reportable Assets of $10 Million or More",2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/i1120fm3.pdf
Form 1120-F (Schedule P),List of Foreign Partner's Interests in Partnerships,2025,12/22/2025,https://www.irs.gov/pub/irs-pdf/f1120fp.pdf
Instruction 1120-F (Schedule P),"Instructions for Schedule P (Form 1120-F), List of Foreign Partner's Interests in Partnerships",2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/i1120fp.pdf
Form 1120-F (Schedule Q),Tax Liability of Qualified Derivatives Dealer (QDD),2025,12/22/2025,https://www.irs.gov/pub/irs-pdf/f1120fq.pdf
Form 1120-F (Schedule S),Exclusion of Income from the International Operation of Ships or Aircraft Under Section 883,Dec 2022,12/30/2022,https://www.irs.gov/pub/irs-pdf/f1120fs.pdf
Instruction 1120-F (Schedule S),"Instructions for Schedule S (Form 1120-F), Exclusion of Income from the International Operation of Ships or Aircraft Under Section 883",Dec 2022,12/27/2022,https://www.irs.gov/pub/irs-pdf/i1120fs.pdf
"Form 1120-F Schedules M-1, M-2",Reconciliation of Income (Loss) and Analysis of Unappropriated Retained Earnings per Books,Dec 2025,12/22/2025,https://www.irs.gov/pub/irs-pdf/f1120fm1.pdf
Form 1120-F (Schedule V),"List of Vessels or Aircraft, Operators, and Owners",Dec 2022,12/29/2022,https://www.irs.gov/pub/irs-pdf/f1120fv.pdf
Instruction 1120-F (Schedule V),"Instructions for Schedule V (Form 1120-F), List of Vessels or Aircraft, Operators, and Owners",Dec 2022,12/27/2022,https://www.irs.gov/pub/irs-pdf/i1120fv.pdf
Form 1120-FSC (Schedule P),Transfer Price or Commission,Sep 2017,09/16/2017,https://www.irs.gov/pub/irs-pdf/f1120fsp.pdf
Form 1120-H,U.S. Income Tax Return for Homeowners Associations,2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f1120h.pdf
Instruction 1120-H,"Instructions for Form 1120-H, U.S. Income Tax Return for Homeowners Associations",2025,01/16/2026,https://www.irs.gov/pub/irs-pdf/i1120h.pdf
Form 1120-IC-DISC,Interest Charge Domestic International Sales Corporation Return,Dec 2025,01/13/2026,https://www.irs.gov/pub/irs-pdf/f1120icd.pdf
Instruction 1120-IC-DISC,"Instructions for Form 1120-IC-DISC, Interest Charge Domestic International Sales Corporation Return",Dec 2025,01/29/2026,https://www.irs.gov/pub/irs-pdf/i1120icd.pdf
Form 1120-IC-DISC (Schedule K),Shareholder's Statement of IC-DISC Distributions,Nov 2018,11/21/2018,https://www.irs.gov/pub/irs-pdf/f1120idk.pdf
Form 1120-IC-DISC (Schedule P),Intercompany Transfer Price or Commission,Sep 2017,09/16/2017,https://www.irs.gov/pub/irs-pdf/f1120idp.pdf
Form 1120-IC-DISC (Schedule Q),Borrower's Certificate of Compliance With the Rules for Producer's Loan,Sep 2016,09/02/2016,https://www.irs.gov/pub/irs-pdf/f1120idq.pdf
Form 1120-L,U.S. Life Insurance Company Income Tax Return,2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f1120l.pdf
Instruction 1120-L,"Instructions for Form 1120-L, U.S. Life Insurance Company Income Tax Return",2025,01/29/2026,https://www.irs.gov/pub/irs-pdf/i1120l.pdf
Form 1120-L (Schedule M-3),Net Income (Loss) Reconciliation for U.S. Life Insurance Companies With Total Assets of $10 Million or More,Dec 2021,11/29/2021,https://www.irs.gov/pub/irs-pdf/f1120ls3.pdf
Instruction 1120-L (Schedule M-3),"Instructions for Schedule M-3 (Form 1120-L), Net Income (Loss) Reconciliation for U.S. Life Insurance Companies With Total Assets of $10 Million or More",Dec 2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/i1120lm3.pdf
Form 1120-ND,Return for Nuclear Decommissioning Funds and Certain Related Persons,Dec 2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f1120nd.pdf
Instruction 1120-ND,"Instructions for Form 1120-ND, Return for Nuclear Decommissioning Funds and Certain Related Persons",Dec 2025,01/09/2026,https://www.irs.gov/pub/irs-pdf/i1120nd.pdf
Form 1120-PC,U.S. Property and Casualty Insurance Company Income Tax Return,2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f1120pc.pdf
Instruction 1120-PC,"Instructions for Form 1120-PC, U.S. Property and Casualty Insurance Company Income Tax Return",2025,01/28/2026,https://www.irs.gov/pub/irs-pdf/i1120pc.pdf
Form 1120-PC (Schedule M-3),Net Income (Loss) Reconciliation for U.S. Property and Casualty Insurance Companies with Total Assets of $10 Million or More,Dec 2021,12/10/2021,https://www.irs.gov/pub/irs-pdf/f1120pm3.pdf
Instruction 1120-PC (Schedule M-3),"Instructions for Schedule M-3 (Form 1120-PC), Net Income (Loss) Reconciliation for U.S. Property and Casualty Insurance Companies With Total Assets of $10 Million or More",Dec 2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/i1120pm3.pdf
Form 1120-POL,U.S. Income Tax Return for Certain Political Organizations,2025,11/13/2025,https://www.irs.gov/pub/irs-pdf/f1120pol.pdf
Instruction 1120-POL,"Instructions for Form 1120-POL, U.S. Income Tax Return for Certain Political Organizations",2025,12/15/2025,https://www.irs.gov/pub/irs-pdf/i1120pol.pdf
Form 1120-REIT,U.S. Income Tax Return for Real Estate Investment Trusts,2025,01/09/2026,https://www.irs.gov/pub/irs-pdf/f1120rei.pdf
Instruction 1120-REIT,"Instructions for Form 1120-REIT, U.S. Income Tax Return for Real Estate Investment Trusts",2025,01/30/2026,https://www.irs.gov/pub/irs-pdf/i1120rei.pdf
Form 1120-RIC,U.S. Income Tax Return For Regulated Investment Companies,2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f1120ric.pdf
Instruction 1120-RIC,"Instructions for Form 1120-RIC, U.S. Income Tax Return For Regulated Investment Companies",2025,01/29/2026,https://www.irs.gov/pub/irs-pdf/i1120ric.pdf
Form 1120-S,U.S. Income Tax Return for an S Corporation,2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f1120s.pdf
Instruction 1120-S,"Instructions for Form 1120-S, U.S. Income Tax Return for an S Corporation",2025,01/30/2026,https://www.irs.gov/pub/irs-pdf/i1120s.pdf
Form 1120 (Schedule B),Additional Information for Schedule M-3 Filers,Dec 2018,11/15/2018,https://www.irs.gov/pub/irs-pdf/f1120sb.pdf
Form 1120 (Schedule D),Capital Gains and Losses,2025,12/12/2025,https://www.irs.gov/pub/irs-pdf/f1120sd.pdf
Instruction 1120 (Schedule D),"Instructions for Schedule D (Form 1120), Capital Gains and Losses",2025,12/11/2025,https://www.irs.gov/pub/irs-pdf/i1120sd.pdf
Form 1120 (Schedule G),Information on Certain Persons Owning the Corporation's Voting Stock,Dec 2011,07/17/2012,https://www.irs.gov/pub/irs-pdf/f1120sg.pdf
Form 1120 (Schedule H),Section 280H Limitations for a Personal Service Corporation (PSC),Dec 2011,07/17/2012,https://www.irs.gov/pub/irs-pdf/f1120sh.pdf
Form 1120 (Schedule M-3),Net Income (Loss) Reconciliation for Corporations With Total Assets of $10 Million or More,Dec 2019,12/10/2019,https://www.irs.gov/pub/irs-pdf/f1120sm3.pdf
Instruction 1120 (Schedule M-3),"Instructions for Schedule M-3 (Form 1120), Net Income (Loss) Reconciliation for Corporations With Total Assets of $10 Million or More",Jun 2025,07/07/2025,https://www.irs.gov/pub/irs-pdf/i1120sm3.pdf
Form 1120 (Schedule N),Foreign Operations of U.S. Corporations,2025,01/05/2026,https://www.irs.gov/pub/irs-pdf/f1120sn.pdf
Form 1120 (Schedule O),Consent Plan and Apportionment Schedule for a Controlled Group,Dec 2018,12/10/2018,https://www.irs.gov/pub/irs-pdf/f1120so.pdf
Instruction 1120 (Schedule O),"Instructions for Schedule O (Form 1120), Consent Plan and Apportionment Schedule for a Controlled Group",Dec 2018,12/10/2018,https://www.irs.gov/pub/irs-pdf/i1120so.pdf
Form 1120 (Schedule PH),U.S. Personal Holding Company (PHC) Tax,Nov 2015,11/10/2015,https://www.irs.gov/pub/irs-pdf/f1120sph.pdf
Instruction 1120 (Schedule PH),"Instructions for Schedule PH (Form 1120), U.S. Personal Holding Company (PHC) Tax",Dec 2016,01/10/2017,https://www.irs.gov/pub/irs-pdf/i1120sph.pdf
Form 1120 (Schedule UTP),Uncertain Tax Position Statement,Dec 2022,12/21/2022,https://www.irs.gov/pub/irs-pdf/f1120utp.pdf
Instruction 1120 (Schedule UTP),"Instructions for Schedule UTP (Form 1120), Uncertain Tax Position Statement",Dec 2022,12/21/2022,https://www.irs.gov/pub/irs-pdf/i1120utp.pdf
Form 1120-SF,U.S. Income Tax Return for Settlement Funds (Under Section 468B),Dec 2025,12/16/2025,https://www.irs.gov/pub/irs-pdf/f1120sf.pdf
Instruction 1120-SF,"Instructions for Form 1120-SF, U.S. Income Tax Return for Settlement Funds",Dec 2025,12/15/2025,https://www.irs.gov/pub/irs-pdf/i1120sf.pdf
Form 1120-S (Schedule B-1),Information on Certain Shareholders of an S Corporation,Dec 2020,12/16/2020,https://www.irs.gov/pub/irs-pdf/f1120ssb.pdf
Form 1120-S (Schedule D),Capital Gains and Losses and Built-In Gains,2025,12/31/2025,https://www.irs.gov/pub/irs-pdf/f1120ssd.pdf
Instruction 1120-S (Schedule D),"Instructions for Schedule D (Form 1120-S), Capital Gains and Losses and Built-In Gains",2025,12/31/2025,https://www.irs.gov/pub/irs-pdf/i1120ssd.pdf
Form 1120-S (Schedule K-1),"Shareholder's Share of Income, Deductions, Credits, etc.",2025,01/13/2026,https://www.irs.gov/pub/irs-pdf/f1120ssk.pdf
Instruction 1120-S (Schedule K-1),"Shareholder's Instructions for Schedule K-1 (Form 1120-S), Shareholder's Share of Income, Deductions, Credits, etc.",2025,01/12/2026,https://www.irs.gov/pub/irs-pdf/i1120ssk.pdf
Form 1120-S (Schedule K-2),Shareholders' Pro Rata Share Items-International,2025,01/09/2026,https://www.irs.gov/pub/irs-pdf/f1120sk2.pdf
Instruction 1120-S (Schedule K-2 & K-3),"S Corporation Instructions for Schedules K-2 and K-3 (Form 1120-S), Shareholders' Pro Rata Share Items - International and Shareholder's Share of Income, Deductions, Credits, etc. - International",2025,01/12/2026,https://www.irs.gov/pub/irs-pdf/i1120s23.pdf
Form 1120-S (Schedule K-3),"Shareholder's Share of Income, Deductions, Credits, etc. - International",2025,01/12/2026,https://www.irs.gov/pub/irs-pdf/f1120sk3.pdf
Instruction 1120-S (Schedule K-3),"Shareholder's Instructions for Schedule K-3 (Form 1120-S), Shareholder's Share of Income, Deductions, Credits, etc. - International",2025,01/12/2026,https://www.irs.gov/pub/irs-pdf/i1120sk3.pdf
Form 1120-S (Schedule M-3),Net Income (Loss) Reconciliation for S Corporations With Total Assets of $10 Million or More,Dec 2019,11/22/2019,https://www.irs.gov/pub/irs-pdf/f1120ss3.pdf
Instruction 1120-S (Schedule M-3),"Instructions for Schedule M-3 (Form 1120-S), Net Income (Loss) Reconciliation for S Corporations With Total Assets of $10 Million or More",Dec 2019,11/22/2019,https://www.irs.gov/pub/irs-pdf/i1120ss3.pdf
Form 1120-X,Amended U.S. Corporation Income Tax Return,Dec 2025,12/16/2025,https://www.irs.gov/pub/irs-pdf/f1120x.pdf
Instruction 1120-X,"Instruction for Form 1120-X, Amended U.S. Corporation Income Tax Return",Dec 2025,12/15/2025,https://www.irs.gov/pub/irs-pdf/i1120x.pdf
Form 1122,Authorization and Consent of Subsidiary Corporation to be Included in a Consolidated Income Tax Return,Dec 2003,07/17/2012,https://www.irs.gov/pub/irs-pdf/f1122.pdf
Form 1125-A,Cost of Goods Sold,Nov 2024,12/18/2024,https://www.irs.gov/pub/irs-pdf/f1125a.pdf
Form 1125-E,Compensation of Officers,Oct 2016,10/21/2016,https://www.irs.gov/pub/irs-pdf/f1125e.pdf
Instruction 1125-E,"Instructions for Form 1125-E, Compensation of Officers",Oct 2018,11/01/2018,https://www.irs.gov/pub/irs-pdf/i1125e.pdf
Form 1127,Application for Extension of Time for Payment of Tax Due to Undue Hardship,Dec 2024,11/26/2024,https://www.irs.gov/pub/irs-pdf/f1127.pdf
Form 1128,"Application to Adopt, Change or Retain a Tax Year",Oct 2014,04/28/2017,https://www.irs.gov/pub/irs-pdf/f1128.pdf
Instruction 1128,"Instructions for Form 1128, Application to Adopt, Change, or Retain a Tax Year",Nov 2017,10/31/2017,https://www.irs.gov/pub/irs-pdf/i1128.pdf
Publication 1136,"Statistics of Income (SOI) Bulletin, Fall 2025 (Publication 1136)",Dec 2025,12/08/2025,https://www.irs.gov/pub/irs-pdf/p1136.pdf
Form 1138,Extension of Time For Payment of Taxes By a Corporation Expecting a Net Operating Loss Carryback,Nov 2018,11/29/2018,https://www.irs.gov/pub/irs-pdf/f1138.pdf
Form 1139,Corporation Application for Tentative Refund,Dec 2025,12/08/2025,https://www.irs.gov/pub/irs-pdf/f1139.pdf
Instruction 1139,"Instructions for Form 1139, Corporation Application for Tentative Refund",Dec 2025,12/05/2025,https://www.irs.gov/pub/irs-pdf/i1139.pdf
Publication 1141,General Rules and Specifications for Substitute Forms W-2 and W-3,Jul 2025,07/30/2025,https://www.irs.gov/pub/irs-pdf/p1141.pdf
Publication 1153,How to Apply for a Certificate of Subordination of Federal Estate Tax Lien Under IRC 6325(d) of the Internal Revenue Code,Mar 2026,03/03/2026,https://www.irs.gov/pub/irs-pdf/p1153.pdf
Publication 1167,General Rules and Specifications for Substitute Forms and Schedules,Oct 2025,11/14/2025,https://www.irs.gov/pub/irs-pdf/p1167.pdf
Publication 1179,"General Rules and Specifications for Substitute Forms 1096, 1098, 1099, 5498, and Certain Other Information Returns",Jul 2025,07/24/2025,https://www.irs.gov/pub/irs-pdf/p1179.pdf
Publication 1187,"Specifications for Electronic Filing of Form 1042-S, Foreign Person's U.S. Source Income Subject to Withholding",Sep 2025,09/17/2025,https://www.irs.gov/pub/irs-pdf/p1187.pdf
Publication 1212,Guide to Original Issue Discount (OID) Instruments,Dec 2025,01/27/2026,https://www.irs.gov/pub/irs-pdf/p1212.pdf
Notice 1214,Helpful Contacts for Your Notice of Deficiency,Oct 2019,05/13/2020,https://www.irs.gov/pub/irs-pdf/n1214.pdf
Notice 1215,What to do If You Disagree with the Penalty,Nov 2006,07/17/2012,https://www.irs.gov/pub/irs-pdf/n1215.pdf
Publication 1220,"Specifications for Electronic Filing of Forms 1097, 1098, 1099, 3921, 3922, 5498, and W-2G",Apr 2026,04/03/2026,https://www.irs.gov/pub/irs-pdf/p1220.pdf
Publication 1223,General Rules and Specifications For Substitute Forms W-2c and W-3c,Oct 2024,10/07/2024,https://www.irs.gov/pub/irs-pdf/p1223.pdf
Publication 1239,"Specifications for Electronic Filing of Form 8027, Employer's Annual Information Return of Tip Income and Allocated Tips",Sep 2025,10/07/2025,https://www.irs.gov/pub/irs-pdf/p1239.pdf
Publication 1281,Backup Withholding for Missing and Incorrect Name/TINs (including instructions for reading tape cartridges and CD/DVD formats),Dec 2023,01/23/2024,https://www.irs.gov/pub/irs-pdf/p1281.pdf
Publication 1304,Statistics of Income Individual Income Tax Returns Complete Report,Jan 2025,04/28/2025,https://www.irs.gov/pub/irs-pdf/p1304.pdf
Form 1310,Statement of Person Claiming Refund Due a Deceased Taxpayer,Dec 2025,01/02/2026,https://www.irs.gov/pub/irs-pdf/f1310.pdf
Publication 1321,Special Instructions for Bona Fide Residents Of Puerto Rico Who Must File A U.S. Individual Income Tax Return (Form 1040 or Form 1040-SR),Oct 2025,10/17/2025,https://www.irs.gov/pub/irs-pdf/p1321.pdf
Publication 1335,Backup Withholding Questions and Answers,Apr 2023,04/26/2023,https://www.irs.gov/pub/irs-pdf/p1335.pdf
Publication 1345,Authorized IRS e-file Providers of Individual Income Tax Returns,Dec 2025,12/31/2025,https://www.irs.gov/pub/irs-pdf/p1345.pdf
Form 1363,Export Exemption Certificate,Aug 2021,10/08/2021,https://www.irs.gov/pub/irs-pdf/f1363.pdf
Notice 1392,Supplemental Form W-4 Instructions for Nonresident Aliens,Jan 2020,01/15/2020,https://www.irs.gov/pub/irs-pdf/n1392.pdf
Publication 1415,Federal Tax Compliance Research: Tax Gap Estimates,Oct 2022,10/28/2022,https://www.irs.gov/pub/irs-pdf/p1415.pdf
Notice 1421,How Bankruptcy Affects Your Rights to File a Petition in Tax Court in Response to a Notice of Deficiency,Jan 2012,03/30/2021,https://www.irs.gov/pub/irs-pdf/n1421.pdf
Publication 1436,Assurance Testing System (ATS) Guidelines for Modernized e-File (MeF) Individual Tax Returns,Oct 2025,09/29/2025,https://www.irs.gov/pub/irs-pdf/p1436.pdf
Publication 1450,Instructions for Requesting a Certificate of Release of Federal Tax Lien,Jul 2018,02/26/2020,https://www.irs.gov/pub/irs-pdf/p1450.pdf
Publication 1457,Actuarial Valuations Version 4A,Jun 2023,06/26/2023,https://www.irs.gov/pub/irs-pdf/p1457.pdf
Publication 1458,Actuarial Valuations Version 4B,Jun 2023,06/26/2023,https://www.irs.gov/pub/irs-pdf/p1458.pdf
Notice 1459,"Explanation of Unpaid, Deferred Social Security Taxes Reported by Third-Party Payers (TPPs)",May 2025,06/05/2025,https://www.irs.gov/pub/irs-pdf/n1459.pdf
Publication 1459,Actuarial Valuations Version 4C,Jun 2023,06/26/2023,https://www.irs.gov/pub/irs-pdf/p1459.pdf
Publication 1468,Guidelines for Notices of Federal Tax Liens and Centralized Lien Processing,Jan 2014,01/14/2014,https://www.irs.gov/pub/irs-pdf/p1468.pdf
Publication 1474,Technical Specifications Guide For Reporting Agent Authorization and Federal Tax Depositors,Jun 2025,07/22/2025,https://www.irs.gov/pub/irs-pdf/p1474.pdf
Publication 1494,"Tables for Figuring Amount Exempt from Levy on Wages, Salary, and Other Income (Forms 668-W(ACS) and 668-W(ICS))",Dec 2025,12/15/2025,https://www.irs.gov/pub/irs-pdf/p1494.pdf
Publication 1500,The IRS Research Bulletin,Jun 2025,06/04/2025,https://www.irs.gov/pub/irs-pdf/p1500.pdf
Publication 1516,"Specifications for Electronic Filing of Forms 8596, Information Returns for Federal Contracts",Dec 2025,12/22/2025,https://www.irs.gov/pub/irs-pdf/p1516.pdf
Publication 1518-A,Tax Calendar Options for Businesses and Self-Employed,Dec 2018,04/23/2019,https://www.irs.gov/pub/irs-pdf/p1518a.pdf
Publication 1544,"Reporting Cash Payments of Over $10,000",Sep 2014,09/12/2014,https://www.irs.gov/pub/irs-pdf/p1544.pdf
Publication 1546,The Taxpayer Advocate Service Is Your Voice at the IRS,Jun 2022,07/11/2022,https://www.irs.gov/pub/irs-pdf/p1546.pdf
Publication 1546-EZ,The Taxpayer Advocate Service Is Your Voice at the IRS,Jun 2022,07/11/2022,https://www.irs.gov/pub/irs-pdf/p1546ez.pdf
Publication 1577,Applying for Educational Financial Aid,Oct 2024,12/20/2024,https://www.irs.gov/pub/irs-pdf/p1577.pdf
Publication 1586,Reasonable Cause Regulations and Requirements for Missing and Incorrect Name/TINs on Information Returns (including instructions for reading CD/DVDs),Jul 2023,07/07/2023,https://www.irs.gov/pub/irs-pdf/p1586.pdf
Publication 1635,Understanding Your EIN,Feb 2014,07/15/2020,https://www.irs.gov/pub/irs-pdf/p1635.pdf
Publication 1660,Collection Appeal Rights,Jan 2020,01/16/2020,https://www.irs.gov/pub/irs-pdf/p1660.pdf
Publication 1771,Charitable Contributions - Substantiation and Disclosure Requirements,Nov 2023,12/06/2023,https://www.irs.gov/pub/irs-pdf/p1771.pdf
Publication 1779,Independent Contractor or Employee,Mar 2023,03/22/2023,https://www.irs.gov/pub/irs-pdf/p1779.pdf
Publication 1819,"LifeCycle: Divorce and non-custodial, separated, or never married parents",Aug 2024,09/12/2024,https://www.irs.gov/pub/irs-pdf/p1819.pdf
Publication 1828,Tax Guide for Churches and Religious Organizations,Aug 2015,08/27/2015,https://www.irs.gov/pub/irs-pdf/p1828.pdf
