product,title,rev_date,post_date,pdf_url
Publication 5353,Fact Sheet: Intake/Interview & Quality Review Policy for SPEC Partners and Employees,Oct 2022,09/23/2022,https://www.irs.gov/pub/irs-pdf/p5353.pdf
Publication 5354,Criminal Tax Bulletin,Mar 2026,04/07/2026,https://www.irs.gov/pub/irs-pdf/p5354.pdf
Publication 5356,IRS Small Business Program,Mar 2023,10/25/2023,https://www.irs.gov/pub/irs-pdf/p5356.pdf
Publication 5358,Fact Sheet: VITA/TCE Training and Site Materials for SPEC Partners and Employees,Nov 2025,09/26/2025,https://www.irs.gov/pub/irs-pdf/p5358.pdf
Publication 5360,Paycheck Checkup using the IRS Tax Withholding Estimator,Jun 2022,06/21/2022,https://www.irs.gov/pub/irs-pdf/p5360.pdf
Publication 5361,Fact Sheet: TaxSlayer Procedural Updates,Aug 2025,10/07/2025,https://www.irs.gov/pub/irs-pdf/p5361.pdf
Publication 5362,Fact Sheet: Continuing Education Credits for VITA/TCE Partners and Volunteers,Sep 2024,09/16/2024,https://www.irs.gov/pub/irs-pdf/p5362.pdf
Publication 5364,Individual Income Tax Gap Estimates Executive Summary,Oct 2022,10/28/2022,https://www.irs.gov/pub/irs-pdf/p5364.pdf
Publication 5365,Tax Gap Map,Oct 2022,10/28/2022,https://www.irs.gov/pub/irs-pdf/p5365.pdf
Publication 5366,Employers May Claim Credit For Providing Paid Family & Medical Leave,Oct 2019,11/06/2019,https://www.irs.gov/pub/irs-pdf/p5366.pdf
Publication 5368,Federal Gift Tax Statistics,Jul 2023,07/25/2023,https://www.irs.gov/pub/irs-pdf/p5368.pdf
Publication 5369,Gig economy and your taxes: things to know,Nov 2019,02/20/2020,https://www.irs.gov/pub/irs-pdf/p5369.pdf
Publication 5369-A,Gig economy and your taxes,Feb 2020,03/11/2022,https://www.irs.gov/pub/irs-pdf/p5369a.pdf
Publication 5374,Fact Sheet for SPEC Employees Link and Learn Taxes Certification Reports,Oct 2025,09/23/2025,https://www.irs.gov/pub/irs-pdf/p5374.pdf
Publication 5375,How to Upload Documents to the IRS Online Registration System (CPEO),Mar 2021,03/30/2021,https://www.irs.gov/pub/irs-pdf/p5375.pdf
Publication 5376,VITA Grant Reporting Requirements,Dec 2019,01/03/2020,https://www.irs.gov/pub/irs-pdf/p5376.pdf
Publication 5377,Fact Sheet: Practice Lab for VITA/TCE Partners and Volunteers,Oct 2025,10/09/2025,https://www.irs.gov/pub/irs-pdf/p5377.pdf
Publication 5378,Link & Learn Taxes Certification Tests: Getting Started,Nov 2025,10/06/2025,https://www.irs.gov/pub/irs-pdf/p5378.pdf
Publication 5379,Fact Sheet: Frequently Asked Questions   Link & Learn Taxes Volunteer Certification Test for SPEC Partners and Employees,Dec 2025,10/03/2025,https://www.irs.gov/pub/irs-pdf/p5379.pdf
Publication 5382,Putting Taxpayers First: IRS Progress Update,Jan 2023,01/19/2023,https://www.irs.gov/pub/irs-pdf/p5382.pdf
Publication 5384,"Statistics of Income Program Documentation: Data Items by Forms and Schedules, Program Year 2024",Dec 2025,12/04/2025,https://www.irs.gov/pub/irs-pdf/p5384.pdf
Publication 5385,Individual Information Returns Line Item Estimates,Apr 2025,04/29/2025,https://www.irs.gov/pub/irs-pdf/p5385.pdf
Publication 5386,Frequently Asked Questions Tax Year Link & Learn Taxes and Volunteer Certification Test,Dec 2019,12/11/2019,https://www.irs.gov/pub/irs-pdf/p5386.pdf
Publication 5387,UNAX is Serious,Jan 2020,02/06/2020,https://www.irs.gov/pub/irs-pdf/p5387.pdf
Publication 5388,Bipartisan Budget Act (BBA) Roadmap for Taxpayers,Jul 2021,07/28/2021,https://www.irs.gov/pub/irs-pdf/p5388.pdf
Publication 5390,"Instructions for Preparing Administrative Claims for Damages Under Sections 7426(h), 7432, and 7433(a-d), and Request for Costs under Section 7430 Related to these Sections",Feb 2020,02/28/2020,https://www.irs.gov/pub/irs-pdf/p5390.pdf
Publication 5392,The Art Advisory Panel of the Commissioner of Internal Revenue Annual Summary Report,Jun 2024,10/09/2024,https://www.irs.gov/pub/irs-pdf/p5392.pdf
Publication 5395,Fact Sheet for SPEC Partners VITA/TCE Scope and Product Change Requests,Apr 2025,04/08/2025,https://www.irs.gov/pub/irs-pdf/p5395.pdf
Publication 5396,Fact Sheet for VITA/TCE Sites Impacted by Federally Declared Disasters,Jan 2023,02/07/2023,https://www.irs.gov/pub/irs-pdf/p5396.pdf
Publication 5396-A,Job Aid for VITA/TCE Volunteers Using Form 4852 when Missing the Form W-2 or 1099-R,Jan 2022,03/21/2022,https://www.irs.gov/pub/irs-pdf/p5396a.pdf
Publication 5396-B,Volunteer Income Tax Assistance and Tax Counseling for the Elderly - Casualty Loss Screening Tool,Feb 2023,02/06/2023,https://www.irs.gov/pub/irs-pdf/p5396b.pdf
Publication 5398,Adjusted Gross Income Percentiles by State,Mar 2020,03/04/2020,https://www.irs.gov/pub/irs-pdf/p5398.pdf
Publication 5399,Free File,Feb 2020,03/25/2020,https://www.irs.gov/pub/irs-pdf/p5399.pdf
Publication 5401,Join Our Team - The IRS Large Business & International Division,Mar 2020,04/01/2020,https://www.irs.gov/pub/irs-pdf/p5401.pdf
Form 5405,Repayment of the First-Time Homebuyer Credit,Nov 2024,11/12/2024,https://www.irs.gov/pub/irs-pdf/f5405.pdf
Instruction 5405,"Instructions for Form 5405, Repayment of the First-Time Homebuyer Credit",Nov 2024,11/13/2024,https://www.irs.gov/pub/irs-pdf/i5405.pdf
Publication 5406,Overview of Form 1023 E-Filing,Apr 2020,04/22/2020,https://www.irs.gov/pub/irs-pdf/p5406.pdf
Publication 5411,Retirement Plans Reporting and Disclosure Requirements,Apr 2025,05/07/2025,https://www.irs.gov/pub/irs-pdf/p5411.pdf
Publication 5412,Warning: Coronavirus Related Scams,Mar 2021,04/01/2021,https://www.irs.gov/pub/irs-pdf/p5412.pdf
Publication 5412-G,Economic Impact Payment by Prepaid Debit Card,Mar 2021,03/29/2021,https://www.irs.gov/pub/irs-pdf/p5412g.pdf
Publication 5412-J,Economic Impact Payments for Americans Experiencing Homelessness,Oct 2020,10/13/2020,https://www.irs.gov/pub/irs-pdf/p5412j.pdf
Publication 5412-L,Follow IRS Social Media & Sign Up for e-News,Mar 2024,08/07/2024,https://www.irs.gov/pub/irs-pdf/p5412l.pdf
Publication 5412-S,Keep the Economic Impact Payment Notice for Your Tax Records,Jun 2020,07/07/2020,https://www.irs.gov/pub/irs-pdf/p5412s.pdf
Publication 5414,Fact Sheet: Minimum Returns Required for Tax Preparation Software for SPEC Partners,Oct 2025,09/26/2025,https://www.irs.gov/pub/irs-pdf/p5414.pdf
Publication 5417,Basic Security Plan Considerations for Tax Professionals,Apr 2023,06/21/2023,https://www.irs.gov/pub/irs-pdf/p5417.pdf
Publication 5420,Economic Impact Payments and Coronavirus Tax Relief: A Toolkit for Partners,May 2020,06/04/2020,https://www.irs.gov/pub/irs-pdf/p5420.pdf
Publication 5420-B,Economic Impact Payment Non-Filer Step by Step Guide,Oct 2020,10/23/2020,https://www.irs.gov/pub/irs-pdf/p5420b.pdf
Publication 5421,Pilot IRS,Jun 2021,07/20/2021,https://www.irs.gov/pub/irs-pdf/p5421.pdf
Publication 5423,Tax-related Identity Theft,Jun 2020,06/30/2020,https://www.irs.gov/pub/irs-pdf/p5423.pdf
Publication 5424,Income Tax Guide for Native American Individuals and Sole Proprietors,Dec 2025,01/12/2026,https://www.irs.gov/pub/irs-pdf/p5424.pdf
Publication 5425,Taxpayer Digital Communication Secure File Sharing - Secure Messaging,Jun 2020,07/21/2021,https://www.irs.gov/pub/irs-pdf/p5425.pdf
Publication 5426,Taxpayer First Act Report to Congress,Jan 2021,01/11/2021,https://www.irs.gov/pub/irs-pdf/p5426.pdf
Publication 5427,Tax scam alert: Signs of tax scams and actions you can take to protect yourself,Feb 2024,03/18/2024,https://www.irs.gov/pub/irs-pdf/p5427.pdf
Publication 5427-A,Tax scam alert: Signs of tax scams and actions you can take to protect yourself,Mar 2024,04/10/2024,https://www.irs.gov/pub/irs-pdf/p5427a.pdf
Publication 5428,Becoming a Certifying Acceptance Agent (CAA) for SPEC Partners,Oct 2024,10/01/2024,https://www.irs.gov/pub/irs-pdf/p5428.pdf
Publication 5433,Working Virtually: Part 1 - Security Six,Jul 2020,07/30/2020,https://www.irs.gov/pub/irs-pdf/p5433.pdf
Publication 5433-A,Working Virtually: Part 2 - Multi-factor authentication,Jul 2020,07/30/2020,https://www.irs.gov/pub/irs-pdf/p5433a.pdf
Publication 5433-B,Working Virtually: Part 3 - Use a Virtual Private Network,Jul 2020,08/03/2020,https://www.irs.gov/pub/irs-pdf/p5433b.pdf
Publication 5433-C,Working Virtually: Part 4 - Avoid Phishing Scams,Aug 2020,09/25/2020,https://www.irs.gov/pub/irs-pdf/p5433c.pdf
Publication 5433-D,Working Virtually: Part 5 - Make a plan for protecting data and reporting theft,Aug 2020,08/17/2020,https://www.irs.gov/pub/irs-pdf/p5433d.pdf
Form 5434,Joint Board for the Enrollment of Actuaries - Application for Enrollment,Nov 2023,11/17/2023,https://www.irs.gov/pub/irs-pdf/f5434.pdf
Form 5434-A,Joint Board for the Enrollment of Actuaries - Application for Renewal of Enrollment,Jan 2026,01/14/2026,https://www.irs.gov/pub/irs-pdf/f5434a.pdf
Publication 5437,Secure Messaging: A new way to connect with the Independent Office of Appeals,Feb 2024,05/07/2025,https://www.irs.gov/pub/irs-pdf/p5437.pdf
Publication 5439,Municipal Bonds One Sheet,Jan 2026,01/22/2026,https://www.irs.gov/pub/irs-pdf/p5439.pdf
Publication 5440,FEAB Partner Spotlight,Apr 2026,03/25/2026,https://www.irs.gov/pub/irs-pdf/p5440.pdf
Publication 5444,Did You Receive Unemployment Benefits?,Dec 2020,01/13/2021,https://www.irs.gov/pub/irs-pdf/p5444.pdf
Publication 5446,MeF Submission Composition Guide,Dec 2020,04/29/2021,https://www.irs.gov/pub/irs-pdf/p5446.pdf
Publication 5447,How to Close a Sole Proprietorship,Sep 2020,09/24/2020,https://www.irs.gov/pub/irs-pdf/p5447.pdf
Publication 5447-A,How to Close a Partnership,Sep 2020,09/24/2020,https://www.irs.gov/pub/irs-pdf/p5447a.pdf
Publication 5447-B,How to Close a Corporation,Sep 2020,09/24/2020,https://www.irs.gov/pub/irs-pdf/p5447b.pdf
Publication 5448,FY 2026 SB/SE Focus Guide,Dec 2025,01/05/2026,https://www.irs.gov/pub/irs-pdf/p5448.pdf
Publication 5450,VITA/TCE Site Operations,Oct 2025,10/20/2025,https://www.irs.gov/pub/irs-pdf/p5450.pdf
Publication 5451,VITA/TCE Volunteer Orientation,Oct 2025,06/26/2025,https://www.irs.gov/pub/irs-pdf/p5451.pdf
Form 5452,Corporate Report of Nondividend Distributions,Oct 2018,10/26/2018,https://www.irs.gov/pub/irs-pdf/f5452.pdf
Publication 5453,Information Technology (IT) Annual Key Insight Report Successes and Accomplishments,Apr 2022,07/06/2022,https://www.irs.gov/pub/irs-pdf/p5453.pdf
Publication 5455,Fact Sheet Reporting Data Breaches at VITA/TCE Sites for SPEC Partners,Aug 2021,08/19/2021,https://www.irs.gov/pub/irs-pdf/p5455.pdf
Publication 5456,Agency Financial Report 2025,Jan 2026,01/20/2026,https://www.irs.gov/pub/irs-pdf/p5456.pdf
Publication 5457,Tax Counseling for the Elderly (TCE) Grant Award Notification Required Actions and Other Information,Mar 2025,04/02/2025,https://www.irs.gov/pub/irs-pdf/p5457.pdf
Publication 5461,Protect personal and financial information online,Nov 2022,11/22/2022,https://www.irs.gov/pub/irs-pdf/p5461.pdf
Publication 5461-A,Security Summit - Use multi-factor authentication,Nov 2020,11/16/2020,https://www.irs.gov/pub/irs-pdf/p5461a.pdf
Publication 5461-B,Get an Identity Protection PIN,Nov 2022,11/22/2022,https://www.irs.gov/pub/irs-pdf/p5461b.pdf
Publication 5461-C,Businesses should watch out for tax-related scams and implement safeguards,Nov 2022,11/22/2022,https://www.irs.gov/pub/irs-pdf/p5461c.pdf
Publication 5461-D,Tax professionals should review their security protocols,Nov 2022,11/28/2022,https://www.irs.gov/pub/irs-pdf/p5461d.pdf
Publication 5461-E,Be aware of scammers who use fake charities to get sensitive information,Nov 2021,11/18/2021,https://www.irs.gov/pub/irs-pdf/p5461e.pdf
Publication 5461-F,Use digital signatures to submit IRS forms and review account details on secure portal,Nov 2021,11/18/2021,https://www.irs.gov/pub/irs-pdf/p5461f.pdf
Publication 5462,Fact Sheet: TaxSlayer Software Ordering Guidance for SPEC Partners,Sep 2025,10/03/2025,https://www.irs.gov/pub/irs-pdf/p5462.pdf
Publication 5464,Conservation Easement Audit Technique Guide,Jan 2021,02/01/2021,https://www.irs.gov/pub/irs-pdf/p5464.pdf
Publication 5466,Ten Reminders To Keep You And Others Safe at VITA/TCE Sites,Dec 2021,01/03/2022,https://www.irs.gov/pub/irs-pdf/p5466.pdf
Publication 5467,Reporting Unemployment Compensation on a Tax Return,Nov 2020,11/24/2020,https://www.irs.gov/pub/irs-pdf/p5467.pdf
Publication 5468,A Closer Look,Nov 2020,12/04/2020,https://www.irs.gov/pub/irs-pdf/p5468.pdf
Publication 5468-A,A Closer Look,Nov 2020,12/04/2020,https://www.irs.gov/pub/irs-pdf/p5468a.pdf
Publication 5470,Overview of Form 1024 E-Filing Course: Text Version,Apr 2022,05/17/2022,https://www.irs.gov/pub/irs-pdf/p5470.pdf
Form 5471,Information Return of U.S. Persons With Respect to Certain Foreign  Corporations,Dec 2025,01/09/2026,https://www.irs.gov/pub/irs-pdf/f5471.pdf
Instruction 5471,"Instructions for Form 5471, Information Return of U.S. Persons With Respect to Certain Foreign Corporations",Dec 2025,01/30/2026,https://www.irs.gov/pub/irs-pdf/i5471.pdf
Publication 5471,Fact Sheet: Disclosure and Use of Tax Information - Internal Revenue Code (IRC) 7216 Requirements for VITA/TCE Partners,Nov 2020,12/16/2020,https://www.irs.gov/pub/irs-pdf/p5471.pdf
Form 5471 (Schedule E),"Income, War Profits, and Excess Profits Taxes Paid or Accrued",Dec 2021,12/28/2021,https://www.irs.gov/pub/irs-pdf/f5471se.pdf
Form 5471 (Schedule G-1),Cost Sharing Arrangement,Dec 2023,01/04/2024,https://www.irs.gov/pub/irs-pdf/f5471sg1.pdf
Form 5471 (Schedule H),Current Earnings and Profits,Dec 2021,12/28/2021,https://www.irs.gov/pub/irs-pdf/f5471sh.pdf
Form 5471 (Schedule H-1),Pro Rata Share of CFC Adjusted Net Income Loss for Corporate Alternative Minimum Tax,Dec 2024,12/09/2024,https://www.irs.gov/pub/irs-pdf/f5471sh1.pdf
Form 5471 (Schedule I-1),Information for Global Intangible Low-Taxed Income,Dec 2021,12/28/2021,https://www.irs.gov/pub/irs-pdf/f5471si1.pdf
Form 5471 (Schedule J),Accumulated Earnings and Profits (E&P) of Controlled Foreign Corporation,Dec 2020,12/03/2020,https://www.irs.gov/pub/irs-pdf/f5471sj.pdf
Form 5471 (Schedule M),Transactions Between Controlled Foreign Corporation and Shareholders or Other Related Persons,Dec 2021,12/28/2021,https://www.irs.gov/pub/irs-pdf/f5471sm.pdf
Form 5471 (Schedule O),"Organization or Reorganization of Foreign Corporation, and Acquisitions and Dispositions of Its Stock",Dec 2012,12/21/2012,https://www.irs.gov/pub/irs-pdf/f5471so.pdf
Form 5471 (Schedule P),Previously Taxed Earnings and Profits of U.S. Shareholder of Certain Foreign Corporations,Dec 2020,12/04/2020,https://www.irs.gov/pub/irs-pdf/f5471sp.pdf
Form 5471 (Schedule Q),CFC Income by CFC Income Groups,Dec 2024,12/04/2024,https://www.irs.gov/pub/irs-pdf/f5471sq.pdf
Form 5471 (Schedule R),Distributions From a Foreign Corporation,Dec 2020,12/28/2020,https://www.irs.gov/pub/irs-pdf/f5471sr.pdf
Form 5472,Information Return of a 25% Foreign-Owned U.S. Corporation or a Foreign Corporation Engaged in a U.S. Trade or Business,Dec 2023,01/04/2024,https://www.irs.gov/pub/irs-pdf/f5472.pdf
Instruction 5472,"Instructions for Form 5472, Information Return of a 25% Foreign-Owned U.S. Corporation or a Foreign Corporation Engaged in a U.S. Trade or Business",Dec 2024,02/11/2025,https://www.irs.gov/pub/irs-pdf/i5472.pdf
Publication 5473,Make Chapter 13 bankruptcy plan payments to the IRS more efficiently - pay electronically,Jan 2021,01/28/2021,https://www.irs.gov/pub/irs-pdf/p5473.pdf
Publication 5475,What you need to know about the second Economic Impact Payments,Dec 2020,12/30/2020,https://www.irs.gov/pub/irs-pdf/p5475.pdf
Publication 5477,All taxpayers now eligible for Identity Protection PINs,Jul 2022,10/05/2022,https://www.irs.gov/pub/irs-pdf/p5477.pdf
Publication 5478,IRS Free File available now,Jan 2022,03/24/2022,https://www.irs.gov/pub/irs-pdf/p5478.pdf
Publication 5484,Careers at the IRS - Independent Office of Appeals General Recruitment,Nov 2022,03/22/2023,https://www.irs.gov/pub/irs-pdf/p5484.pdf
Publication 5486,Claiming the Recovery Rebate Credit on a 2020 Tax Return,Jan 2022,01/24/2022,https://www.irs.gov/pub/irs-pdf/p5486.pdf
Publication 5486-A,It's Not Too Late to Claim the 2020 & 2021 Recovery Rebate Credit When You Don't Normally File a Tax Return,Oct 2023,10/26/2023,https://www.irs.gov/pub/irs-pdf/p5486a.pdf
Publication 5486-B,Claiming the Recovery Rebate Credit on a 2021 Tax Return,Jan 2022,01/24/2022,https://www.irs.gov/pub/irs-pdf/p5486b.pdf
Publication 5489,Taxpayers can use 2019 income for Earned Income Tax Credit,Feb 2021,02/12/2021,https://www.irs.gov/pub/irs-pdf/p5489.pdf
Publication 5490,"Direct Deposit: Get Your Payments On Time, Every Time",Jan 2026,02/11/2026,https://www.irs.gov/pub/irs-pdf/p5490.pdf
Form 5495,Request for Discharge from Personal Liability Under Internal Revenue Code Section 2204 or 6905,Dec 2008,08/28/2020,https://www.irs.gov/pub/irs-pdf/f5495.pdf
Publication 5495,Retail Audit Technique Guide,Mar 2021,03/30/2021,https://www.irs.gov/pub/irs-pdf/p5495.pdf
Publication 5497,"Photographic Requirements for Art, Antiques, Decorative Arts & Other Cultural Properties Reviewed by Art Appraisal Services and The CommissionerÂs Art Advisory Panel",Mar 2021,03/10/2021,https://www.irs.gov/pub/irs-pdf/p5497.pdf
Form 5498,IRA Contribution Information (Info Copy Only),2025,01/06/2025,https://www.irs.gov/pub/irs-pdf/f5498.pdf
Publication 5498,Individual Retirement Arrangements,Mar 2021,03/16/2021,https://www.irs.gov/pub/irs-pdf/p5498.pdf
Form 5498-ESA,Coverdell ESA Contribution Information,Dec 2026,01/28/2026,https://www.irs.gov/pub/irs-pdf/f5498e.pdf
Instruction 5498-ESA,"Instructions for Form 5498-ESA, Coverdell ESA Contribution Information",Dec 2026,01/28/2026,https://www.irs.gov/pub/irs-pdf/i5498e.pdf
Form 5498-QA,ABLE Account Contribution Information,2025,11/22/2024,https://www.irs.gov/pub/irs-pdf/f5498qa.pdf
Form 5498-SA,"HSA, Archer MSA, or Medicare Advantage MSA Information",Dec 2026,12/22/2025,https://www.irs.gov/pub/irs-pdf/f5498sa.pdf
Form 5500-EZ,Annual Return of A One Participant (Owners/Partners and Their Spouses) Retirement Plan or A Foreign Plan,2025,02/18/2026,https://www.irs.gov/pub/irs-pdf/f5500ez.pdf
Instruction 5500-EZ,"Instructions for Form 5500-EZ, Annual Return of a One-Participant (Owners/Partners and Their Spouses) Retirement Plan or A Foreign Plan",2025,02/18/2026,https://www.irs.gov/pub/irs-pdf/i5500ez.pdf
Publication 5501,Getting your shot? Don't miss a financial boost,Mar 2021,04/08/2021,https://www.irs.gov/pub/irs-pdf/p5501.pdf
Publication 5503,Fact Sheet: IRS Loaned Equipment for VITA/TCE Partners,Oct 2025,09/29/2025,https://www.irs.gov/pub/irs-pdf/p5503.pdf
Publication 5505,Domestic Private Foundations,Mar 2026,04/08/2026,https://www.irs.gov/pub/irs-pdf/p5505.pdf
Publication 5506,Volunteer Income Tax Assistance (VITA) High School Symposium,Jun 2025,07/08/2025,https://www.irs.gov/pub/irs-pdf/p5506.pdf
Publication 5506-A,VITA Volunteer Income Tax Assistance High School College & University,Apr 2022,03/24/2022,https://www.irs.gov/pub/irs-pdf/p5506a.pdf
Publication 5506-B,Volunteer Income Tax Assistance (VITA) College and University Symposium,May 2025,07/14/2025,https://www.irs.gov/pub/irs-pdf/p5506b.pdf
Publication 5508,Migration Data: Non-migrant and Migrant Returns,Sep 2023,01/11/2024,https://www.irs.gov/pub/irs-pdf/p5508.pdf
Publication 5509,"Volunteer Income Tax Assistance (VITA) High School, College & University",Apr 2021,04/09/2021,https://www.irs.gov/pub/irs-pdf/p5509.pdf
Publication 5510,Corporate Foreign Tax Credit,Jan 2024,01/11/2024,https://www.irs.gov/pub/irs-pdf/p5510.pdf
Publication 5514,What's different about the third Economic Impact Payment,Apr 2021,10/06/2021,https://www.irs.gov/pub/irs-pdf/p5514.pdf
Publication 5515,Third Economic Impact Payments for Americans experiencing homelessness,Apr 2021,10/01/2021,https://www.irs.gov/pub/irs-pdf/p5515.pdf
Publication 5515-A,Stimulus payments for the Homeless,Apr 2021,10/01/2021,https://www.irs.gov/pub/irs-pdf/p5515a.pdf
